state_name,jurisdiction_name,agency_name,fee_name,calc_type,rate,unit_label,applies_to,use_subtype,min_units,max_units,min_sqft,max_sqft,service_area_name,description,source_url,legal_citation,effective_date
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Inside City of Denver),per_unit,24.36,per month,Residential,8″ Fireline,,,,,Inside City of Denver,Monthly charge for private fireline service with 8″ fireline size.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,19.06,per month,Residential,⅝″ & ¾″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with ⅝″ or ¾″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Total Service),per_unit,774.79,per month,Residential,6″ Meter,,,,,Outside City - Total Service,Monthly fixed charge for residential water service with 6″ meter for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Wholesale),per_unit,27.77,per month,Residential,1″ Meter,,,,,Outside City - Wholesale,Monthly fixed charge for residential water service with 1″ meter for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Read & Bill),per_unit,9.48,per month,Residential,6″ Fireline,,,,,Outside City - Read & Bill,Monthly charge for private fireline service with 6″ fireline size for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Read & Bill),per_unit,37.92,per month,Residential,12″ Fireline,,,,,Outside City - Read & Bill,Monthly charge for private fireline service with 12″ fireline size for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Total Service),per_unit,2139.81,per month,Residential,10″ Meter,,,,,Outside City - Total Service,Monthly fixed charge for residential water service with 10″ meter for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Total Service),per_unit,7.15,per month,Residential,2″ Fireline,,,,,Outside City - Total Service,Monthly charge for private fireline service with 2″ fireline size for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Wholesale),per_unit,774.79,per month,Residential,6″ Meter,,,,,Outside City - Wholesale,Monthly fixed charge for residential water service with 6″ meter for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Total Service),per_unit,3079.52,per month,Residential,12″ Meter,,,,,Outside City - Total Service,Monthly fixed charge for residential water service with 12″ meter for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Wholesale),per_unit,2139.81,per month,Residential,10″ Meter,,,,,Outside City - Wholesale,Monthly fixed charge for residential water service with 10″ meter for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Total Service),per_unit,92.28,per month,Residential,2″ Meter,,,,,Outside City - Total Service,Monthly fixed charge for residential water service with 2″ meter for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Total Service),per_unit,19.06,per month,Residential,⅝″ & ¾″ Meter,,,,,Outside City - Total Service,Monthly fixed charge for residential water service with ⅝″ or ¾″ meter for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Total Service),per_unit,347.67,per month,Residential,4″ Meter,,,,,Outside City - Total Service,Monthly fixed charge for residential water service with 4″ meter for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Read & Bill),per_unit,2139.81,per month,Residential,10″ Meter,,,,,Outside City - Read & Bill,Monthly fixed charge for residential water service with 10″ meter for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Read & Bill),per_unit,16.59,per month,Residential,8″ Fireline,,,,,Outside City - Read & Bill,Monthly charge for private fireline service with 8″ fireline size for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Wholesale),per_unit,1371.88,per month,Residential,8″ Meter,,,,,Outside City - Wholesale,Monthly fixed charge for residential water service with 8″ meter for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Total Service),per_unit,15.78,per month,Residential,6″ Fireline,,,,,Outside City - Total Service,Monthly charge for private fireline service with 6″ fireline size for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Total Service),per_unit,39.45,per month,Residential,10″ Fireline,,,,,Outside City - Total Service,Monthly charge for private fireline service with 10″ fireline size for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Treated Water Volume Rate - Residential Tier 2 (Outside City - Total Service),per_unit,7.74,"per 1,000 gallons",Residential,,,,,,,"Tier 2 rate for treated water volume for monthly consumption of AWC + 15,000 gallons for Outside City - Total Service.",https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Wholesale),per_unit,3079.52,per month,Residential,12″ Meter,,,,,Outside City - Wholesale,Monthly fixed charge for residential water service with 12″ meter for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Wholesale),per_unit,347.67,per month,Residential,4″ Meter,,,,,Outside City - Wholesale,Monthly fixed charge for residential water service with 4″ meter for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Treated Water Volume Rate - Residential Tier 3 (Outside City - Total Service),per_unit,10.32,"per 1,000 gallons",Residential,,,,,,,"Tier 3 rate for treated water volume for monthly consumption greater than AWC + 15,000 gallons for Outside City - Total Service.",https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Read & Bill),per_unit,4.29,per month,Residential,2″ Fireline,,,,,Outside City - Read & Bill,Monthly charge for private fireline service with 2″ fireline size for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Wholesale),per_unit,92.28,per month,Residential,2″ Meter,,,,,Outside City - Wholesale,Monthly fixed charge for residential water service with 2″ meter for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Read & Bill),per_unit,774.79,per month,Residential,6″ Meter,,,,,Outside City - Read & Bill,Monthly fixed charge for residential water service with 6″ meter for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Inside City of Denver),per_unit,9.74,per month,Residential,4″ Fireline,,,,,Inside City of Denver,Monthly charge for private fireline service with 4″ fireline size.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Total Service),per_unit,4.28,per month,Residential,1″ Fireline,,,,,Outside City - Total Service,Monthly charge for private fireline service with 1″ fireline size for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Read & Bill),per_unit,347.67,per month,Residential,4″ Meter,,,,,Outside City - Read & Bill,Monthly fixed charge for residential water service with 4″ meter for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Treated Water Volume Rate - Outside the Combined Service Area (Outside City - Wholesale),per_unit,5.67,"per 1,000 gallons",All,,,,,,,Treated water volume rate for customers outside the combined service area for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Wholesale),per_unit,198.62,per month,Residential,3″ Meter,,,,,Outside City - Wholesale,Monthly fixed charge for residential water service with 3″ meter for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Wholesale),per_unit,19.06,per month,Residential,⅝″ & ¾″ Meter,,,,,Outside City - Wholesale,Monthly fixed charge for residential water service with ⅝″ or ¾″ meter for Outside City - Wholesale service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Treated Water Volume Rate - Residential Tier 1 (Inside City of Denver),per_unit,2.9,"per 1,000 gallons",Residential,,,,,,,Tier 1 rate for treated water volume for monthly consumption from 0 to average winter consumption (AWC).,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Inside City of Denver),per_unit,3.78,per month,Residential,1″ Fireline,,,,,Inside City of Denver,Monthly charge for private fireline service with 1″ fireline size.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Treated Water Volume Rate - Residential Tier 1 (Outside City - Read & Bill),per_unit,2.98,"per 1,000 gallons",Residential,,,,,,,Tier 1 rate for treated water volume for monthly consumption from 0 to average winter consumption (AWC) for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Inside City of Denver),per_unit,34.8,per month,Residential,10″ Fireline,,,,,Inside City of Denver,Monthly charge for private fireline service with 10″ fireline size.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Total Service),per_unit,1371.88,per month,Residential,8″ Meter,,,,,Outside City - Total Service,Monthly fixed charge for residential water service with 8″ meter for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Total Service),per_unit,11.05,per month,Residential,4″ Fireline,,,,,Outside City - Total Service,Monthly charge for private fireline service with 4″ fireline size for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,3079.52,per month,Residential,12″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with 12″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Read & Bill),per_unit,3079.52,per month,Residential,12″ Meter,,,,,Outside City - Read & Bill,Monthly fixed charge for residential water service with 12″ meter for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Treated Water Volume Rate - Residential Tier 3 (Inside City of Denver),per_unit,6.96,"per 1,000 gallons",Residential,,,,,,,"Tier 3 rate for treated water volume for monthly consumption greater than AWC + 15,000 gallons.",https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,92.28,per month,Residential,2″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with 2″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Total Service),per_unit,27.77,per month,Residential,1″ Meter,,,,,Outside City - Total Service,Monthly fixed charge for residential water service with 1″ meter for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Inside City of Denver),per_unit,6.31,per month,Residential,2″ Fireline,,,,,Inside City of Denver,Monthly charge for private fireline service with 2″ fireline size.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,198.62,per month,Residential,3″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with 3″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Inside City of Denver),per_unit,139.2,per month,Residential,16″ Fireline,,,,,Inside City of Denver,Monthly charge for private fireline service with 16″ fireline size.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Read & Bill),per_unit,1371.88,per month,Residential,8″ Meter,,,,,Outside City - Read & Bill,Monthly fixed charge for residential water service with 8″ meter for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Read & Bill),per_unit,9.52,per month,Residential,Fire Hydrants,,,,,Outside City - Read & Bill,Monthly charge for private fireline service for fire hydrants for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,347.67,per month,Residential,4″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with 4″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Read & Bill),per_unit,92.28,per month,Residential,2″ Meter,,,,,Outside City - Read & Bill,Monthly fixed charge for residential water service with 2″ meter for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Inside City of Denver),per_unit,13.92,per month,Residential,Fire Hydrants,,,,,Inside City of Denver,Monthly charge for private fireline service for fire hydrants.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Total Service),per_unit,54.79,per month,Residential,1 ½″ Meter,,,,,Outside City - Total Service,Monthly fixed charge for residential water service with 1 ½″ meter for Outside City - Total Service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,1371.88,per month,Residential,8″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with 8″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Treated Water Volume Rate - Residential Tier 3 (Outside City - Read & Bill),per_unit,7.14,"per 1,000 gallons",Residential,,,,,,,"Tier 3 rate for treated water volume for monthly consumption greater than AWC + 15,000 gallons for Outside City - Read & Bill service.",https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Read & Bill),per_unit,198.62,per month,Residential,3″ Meter,,,,,Outside City - Read & Bill,Monthly fixed charge for residential water service with 3″ meter for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Treated Water Volume Rate - Residential Tier 2 (Inside City of Denver),per_unit,5.22,"per 1,000 gallons",Residential,,,,,,,"Tier 2 rate for treated water volume for monthly consumption of AWC + 15,000 gallons.",https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Inside City of Denver),per_unit,13.92,per month,Residential,6″ Fireline,,,,,Inside City of Denver,Monthly charge for private fireline service with 6″ fireline size.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Read & Bill),per_unit,19.06,per month,Residential,⅝″ & ¾″ Meter,,,,,Outside City - Read & Bill,Monthly fixed charge for residential water service with ⅝″ or ¾″ meter for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,2139.81,per month,Residential,10″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with 10″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Read & Bill),per_unit,6.64,per month,Residential,4″ Fireline,,,,,Outside City - Read & Bill,Monthly charge for private fireline service with 4″ fireline size for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,774.79,per month,Residential,6″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with 6″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Outside City - Read & Bill),per_unit,27.77,per month,Residential,1″ Meter,,,,,Outside City - Read & Bill,Monthly fixed charge for residential water service with 1″ meter for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Outside City - Read & Bill),per_unit,23.7,per month,Residential,10″ Fireline,,,,,Outside City - Read & Bill,Monthly charge for private fireline service with 10″ fireline size for Outside City - Read & Bill service.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Private Fireline - Monthly Charge (Inside City of Denver),per_unit,55.68,per month,Residential,12″ Fireline,,,,,Inside City of Denver,Monthly charge for private fireline service with 12″ fireline size.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,27.77,per month,Residential,1″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with 1″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,Monthly Fixed Charge - Residential (Inside City of Denver),per_unit,54.79,per month,Residential,1 ½″ Meter,,,,,Inside City of Denver,Monthly fixed charge for residential water service with 1 ½″ meter.,https://www.denverwater.org/residential/billing-and-rates/2025-rates,,2025-01-01
Colorado,Denver,Denver Water,System Development Charge - Single-family residential (Jul 2026 onwards),formula,4740,per lot,Residential,Single-Family Detached,,,,,Outside Denver,"Base charge of $4,740 plus $1.42 per sq ft for the first 22,000 sq ft, and $0.71 per sq ft thereafter for Outside Denver properties.",https://www.denverwater.org/contractors/construction-information/system-development-charges/2026,,2026-07-01
Colorado,Denver,Denver Water,System Development Charge - Accessory Dwelling Unit (Jul 2026 onwards),formula,3030,per unit,All,Accessory Dwelling Unit,,,,,Outside Denver,"Base charge of $3,030 for Accessory Dwelling Units.",https://www.denverwater.org/contractors/construction-information/system-development-charges/2026,,2026-07-01
